Title,Year,Director,Origin/Ethnicity,Cast,Genre,Color,Duration,Actor_2,Gross,Genres,Actor_1,Actor_3,Plot_keywords,Language,Country,Budget,Aspect_ratio
The English Patient,1996,Anthony Minghella,American,"Ralph Fiennes, Kristin Scott Thomas, Juliette Binoche, Willem Dafoe",drama,Color,162.0,Kristin Scott Thomas,78651430.0,Drama|Romance|War,Colin Firth,Jürgen Prochnow,church|english|flashback|nurse|patient,English,USA,27000000.0,1.85
Eraser,1996,Chuck Russell,American,"Arnold Schwarzenegger, Vanessa Williams, James Caan, Robert Pastorelli, James Coburn",action,Color,115.0,James Coburn,101228120.0,Action|Drama|Mystery|Thriller,Vanessa Williams,Roma Maffia,assassination attempt|corporate crime|rogue agent|witness|witness protection program,English,USA,100000000.0,2.35
Escape from L.A.,1996,John Carpenter,American,"Kurt Russell, Steve Buscemi, Peter Fonda, Cliff Robertson, Stacy Keach, Michelle Forbes",action,Color,101.0,Valeria Golino,25407250.0,Action|Adventure|Sci-Fi|Thriller,Steve Buscemi,Michelle Forbes,escape|island|los angeles california|machismo|president's daughter,English,USA,50000000.0,2.35
Everyone Says I Love You,1996,Woody Allen,American,"Edward Norton, Alan Alda, Woody Allen, Goldie Hawn, Julia Roberts, Drew Barrymore, Natalie Portman, Lukas Haas, Tim Roth",musical comedy,Color,101.0,Gaby Hoffmann,9714482.0,Comedy|Musical|Romance,Natasha Lyonne,Jeff DeRocker,engagement|grandfather|liberal|maid|song,English,USA,20000000.0,1.85
Evita,1996,Alan Parker,American,"Antonio Banderas, Madonna, Jonathan Pryce",musical,Color,135.0,Jimmy Nail,49994804.0,Biography|Drama|History|Musical,Andrea Corr,Peter Polycarpou,actress|argentina|military|politics|singer,English,USA,55000000.0,2.35
Executive Decision,1996,Stuart Baird,American,"Kurt Russell, Halle Berry, John Leguizamo, Oliver Platt, Joe Morton, David Suchet, Steven Seagal",action,Color,133.0,Joe Morton,68750000.0,Action|Adventure|Thriller,Oliver Platt,J.T. Walsh,bomb|hostage|military|plane|terrorist,English,USA,55000000.0,2.35
Extreme Measures,1996,Michael Apted,American,"Hugh Grant, Gene Hackman, Sarah Jessica Parker",thriller,Color,118.0,Paul Guilfoyle,17305211.0,Crime|Drama|Mystery|Thriller,J.K. Simmons,Bill Nunn,cartoon on tv|doctor|emergency room|hospital|nudity,English,USA,38000000.0,2.35
Eye for an Eye,1996,John Schlesinger,American,"Sally Field, Kiefer Sutherland, Ed Harris, Joe Mantegna, Beverly D'Angelo",thriller,Color,101.0,Beverly D'Angelo,53146000.0,Crime|Drama|Thriller,Joe Mantegna,Philip Baker Hall,justice|rape|self defense|support group|vigilante,English,USA,20000000.0,1.85
Faithful,1996,Paul Mazursky,American,"Cher, Ryan O'Neal, Chazz Palminteri",comedy,Color,91.0,Ryan O'Neal,2104000.0,Comedy|Crime|Drama,Chazz Palminteri,Paul Mazursky,bathroom|bathtub|female protagonist|flashback|kitchen,English,USA,13000000.0,1.85
The Fan,1996,Tony Scott,American,"Robert De Niro, Wesley Snipes, Ellen Barkin, Benicio del Toro, John Leguizamo",thriller,Color,116.0,Kurt Fuller,18573791.0,Action|Drama|Sport|Thriller,Robert De Niro,Ellen Barkin,baseball|fan|obsession|salesman|san francisco giants,English,USA,55000000.0,2.35
The First Wives Club,1996,Hugh Wilson,American,"Diane Keaton, Goldie Hawn, Bette Midler",comedy,Color,103.0,Elizabeth Berkley,105444419.0,Comedy,Stockard Channing,Stephen Collins,cult film|female therapist|revenge|revenge motive|therapy session,English,USA,26000000.0,1.85
Fled,1996,Kevin Hooks,American,"Laurence Fishburne, Stephen Baldwin",crime,Color,105.0,Stephen Baldwin,17100000.0,Action|Adventure|Crime|Drama|Romance,Salma Hayek,Will Patton,disk|floppy disk|mafia|prison|prisoner,English,USA,25000000.0,1.85
Flipper,1996,Alan Shapiro,American,"Elijah Wood, Paul Hogan",family,Color,95.0,Chelsea Field,20047715.0,Adventure|Family,Paul Hogan,Jessica Wesson,dolphin|florida|florida keys|summer|vomiting,English,USA,25530000.0,2.35
Flirting with Disaster,1996,David O. Russell,American,"Ben Stiller, Téa Leoni, Patricia Arquette, Alan Alda, Mary Tyler Moore, George Segal, Lily Tomlin",comedy,Color,92.0,Mary Tyler Moore,14891000.0,Comedy,Lily Tomlin,David Patrick Kelly,adoption|armpit fetish|mistaken identity|new mexico|overalls,English,USA,7000000.0,1.85
From Dusk Till Dawn,1996,Robert Rodriguez,American,"George Clooney, Quentin Tarantino, Harvey Keitel, Juliette Lewis, Salma Hayek, Fred Williamson, Cheech Marin",horror,Color,108.0,Salma Hayek,25753840.0,Crime|Fantasy|Horror,Quentin Tarantino,Cheech Marin,brother|human versus vampire|rapist|stripper|vampire,English,USA,19000000.0,1.85
The Funeral,1996,Abel Ferrara,American,"Christopher Walken, Chris Penn",drama,Color,99.0,Vincent Gallo,1227324.0,Crime|Drama,Isabella Rossellini,Gretchen Mol,1930s|madness|murder|new york city|violence,English,USA,12500000.0,1.85
Get on the Bus,1996,Spike Lee,American,"Charles S. Dutton, Ossie Davis, Andre Braugher",drama,Color,120.0,Harry Lennix,5731103.0,Drama|History,Bernie Mac,Andre Braugher,actor|bus|march|million man march|religion,English,USA,2400000.0,1.85
The Ghost and the Darkness,1996,Stephen Hopkins,American,"Val Kilmer, Michael Douglas",adventure,Color,110.0,Bernard Hill,38553833.0,Adventure|Drama|Horror|Thriller,Tom Wilkinson,Om Puri,bridge|engineer|hunter|lion|railway,English,USA,55000000.0,2.35
Ghosts of Mississippi,1996,Rob Reiner,American,"Alec Baldwin, Whoopi Goldberg, James Woods",biography,Color,130.0,Virginia Madsen,13052741.0,Drama|History,Alexa PenaVega,Craig T. Nelson,activist|assassin|civil rights|trial|widow,English,USA,36000000.0,1.85
Girl 6,1996,Spike Lee,American,"Theresa Randle, Isaiah Washington",drama,Color,108.0,Debi Mazar,4903000.0,Comedy|Drama,Michael Imperioli,Gretchen Mol,actress|neighbor|phone sex|queens new york city|sex addiction,English,USA,12000000.0,1.85
The Glimmer Man,1996,John Gray,American,"Steven Seagal, Keenen Ivory Wayans",action,Color,91.0,Bob Gunton,20400913.0,Action|Comedy|Crime|Drama|Thriller,Alexa PenaVega,Keenen Ivory Wayans,detective|heavy rain|murder|partner|serial killer,English,USA,45000000.0,1.85
Hamlet,1996,Kenneth Branagh,American,"Kenneth Branagh, Derek Jacobi, Julie Christie, Richard Briers",drama,Color,150.0,Brian Blessed,4414535.0,Drama,Julie Christie,Richard Briers,classic literature|denmark|funeral|madness|prince,English,UK,18000000.0,2.2
Happy Gilmore,1996,Dennis Dugan,American,"Adam Sandler, Julie Bowen, Christopher McDonald, Carl Weathers, Bob Barker",comedy,Color,92.0,Kevin Nealon,38624000.0,Comedy|Sport,Adam Sandler,Frances Bay,golf|golf ball|golfer|grandmother's house|tournament,English,USA,12000000.0,1.85
Harriet the Spy,1996,Bronwen Hughes,American,"Michelle Trachtenberg, Rosie O'Donnell","family, mystery",Color,100.0,Eartha Kitt,26539321.0,Comedy|Drama|Family,Gregory Smith,Charlotte Sullivan,binoculars|child spy|notebook|secret|spy,English,USA,13000000.0,1.85
Independence Day,1996,Roland Emmerich,American,"Will Smith, Bill Pullman, Jeff Goldblum, Mary McDonnell, Margaret Colin, Judd Hirsch, Randy Quaid, Robert Loggia, James Rebhorn, Harvey Fierstein, Vivica A. Fox, Harry Connick Jr.","disaster, science fiction",Color,154.0,Adam Baldwin,306124059.0,Action|Adventure|Sci-Fi,Will Smith,Mary McDonnell,alien|area 51|military|spacecraft|spaceship,English,USA,75000000.0,2.35
The Island of Dr. Moreau,1996,John Frankenheimer,American,"Marlon Brando, Val Kilmer, David Thewlis, Fairuza Balk",horror,Color,99.0,Temuera Morrison,27663982.0,Horror|Sci-Fi|Thriller,Marlon Brando,Marco Hofschneider,animal experimentation|chimera|island|jungle|mutant,English,USA,40000000.0,2.35
Jerry Maguire,1996,Cameron Crowe,American,"Tom Cruise, Renée Zellweger, Cuba Gooding Jr., Bonnie Hunt, Jay Mohr, Kelly Preston, Jerry O'Connell","comedy, drama",Color,139.0,Kelly Preston,153620822.0,Comedy|Drama|Romance|Sport,Tom Cruise,Bonnie Hunt,agent|career|client|fiance|sports agent,English,USA,50000000.0,1.85
Jingle All the Way,1996,Brian Levant,American,"Arnold Schwarzenegger, Sinbad, Phil Hartman, Rita Wilson, Robert Conrad, Jake Lloyd, James Belushi","comedy, family",Color,94.0,Harvey Korman,60573641.0,Comedy|Family,Jim Belushi,Jake Lloyd,action figure|christmas|hero|karate|toy,English,USA,60000000.0,1.85
The Juror,1996,Brian Gibson,American,"Demi Moore, Alec Baldwin, Joseph Gordon-Levitt, James Gandolfini, Anne Heche, Lindsay Crouse, Tony Lo Bianco",crime drama,Color,118.0,Demi Moore,44834712.0,Drama|Thriller,Joseph Gordon-Levitt,Anne Heche,breasts|mafia|sex scene|temple|woods,English,USA,44000000.0,2.35
Kansas City,1996,Robert Altman,American,"Jennifer Jason Leigh, Harry Belafonte, Miranda Richardson",drama,Color,116.0,Jennifer Jason Leigh,1292527.0,Crime|Drama|Music|Thriller,Steve Buscemi,Miranda Richardson,1930s|election|female frontal nudity|kansas city|politician,English,France,19000000.0,1.85
Lone Star,1996,John Sayles,American,"Chris Cooper, Matthew McConaughey, Kris Kristofferson, Elizabeth Peña",crime drama,Color,135.0,Clifton James,13269963.0,Drama|Mystery,Matthew McConaughey,Miriam Colon,father son relationship|interracial relationship|neo western|sheriff|texas,English,USA,5000000.0,2.35
The Long Kiss Goodnight,1996,Renny Harlin,American,"Geena Davis, Samuel L. Jackson, Craig Bierko, David Morse, Brian Cox",action,Color,121.0,Craig Bierko,33328051.0,Action|Crime|Drama|Mystery|Thriller,Melina Kanakaredes,Yvonne Zima,amnesia|chase|foot chase|strong female character|vomiting,English,USA,65000000.0,2.35
Mars Attacks!,1996,Tim Burton,American,"Jack Nicholson, Glenn Close, Annette Bening, Pierce Brosnan, Danny DeVito, Jim Brown, Sarah Jessica Parker, Martin Short, Michael J. Fox, Lukas Haas, Natalie Portman",science fiction comedy,Color,106.0,Martin Short,37754208.0,Action|Comedy|Sci-Fi,Natalie Portman,Lukas Haas,alien|general|martian|president|weapon,English,USA,70000000.0,2.35
Marvin's Room,1996,Jerry Zaks,American,"Meryl Streep, Diane Keaton, Leonardo DiCaprio, Robert De Niro",drama,Color,98.0,Robert De Niro,12782508.0,Drama,Leonardo DiCaprio,Meryl Streep,house|leukemia|mental institution|nursing home|transplant,English,USA,23000000.0,1.85
Mary Reilly,1996,Stephen Frears,American,"Julia Roberts, John Malkovich, Glenn Close",drama,Color,108.0,Bronagh Gallagher,5600000.0,Drama|Horror|Romance|Thriller,Julia Roberts,George Cole,19th century|butler|housemaid|laboratory|servant,English,USA,47000000.0,1.85
Maximum Risk,1996,Ringo Lam,American,"Jean-Claude Van Damme, Natasha Henstridge",action,Color,101.0,Zach Grenier,14095303.0,Action|Crime|Mystery|Romance|Thriller,Natasha Henstridge,Paul Ben-Victor,fbi|fbi agent|mafia|russian mafia|twin,English,USA,25000000.0,2.35
Michael Collins,1996,Neil Jordan,American,"Liam Neeson, Aidan Quinn, Stephen Rea, Alan Rickman, Julia Roberts",historical biopic, Black and White,133.0,Liam Neeson,11030963.0,Biography|Drama|Thriller|War,Alan Rickman,Julia Roberts,ireland|irish|irish civil war|irish free state|sinn fein,English,UK,28000000.0,1.85
The Mirror Has Two Faces,1996,Barbra Streisand,American,"Barbra Streisand, Jeff Bridges, Lauren Bacall, Pierce Brosnan, Mimi Rogers, George Segal, Brenda Vaccaro",romance,Color,122.0,Austin Pendleton,41252428.0,Comedy|Drama|Romance,Jeff Bridges,Mimi Rogers,columbia university|lecture|marriage|professor|sex,English,USA,42000000.0,1.85
Mission: Impossible,1996,Brian De Palma,American,"Tom Cruise, Ving Rhames, Jon Voight, Vanessa Redgrave, Emmanuelle Béart, Kristin Scott Thomas, Jean Reno",action,Color,110.0,Kristin Scott Thomas,180965237.0,Action|Adventure|Thriller,Tom Cruise,Vanessa Redgrave,disguise|mission|spy|stealing|traitor,English,USA,80000000.0,2.35
Mrs. Winterbourne,1996,Richard Benjamin,American,"Shirley MacLaine, Brendan Fraser, Ricki Lake",drama,Color,105.0,Jane Krakowski,10070000.0,Comedy|Drama|Romance,Brendan Fraser,Cathryn de Prume,love|train|train wreck|twin brother|two word title,English,USA,25000000.0,1.85
Multiplicity,1996,Harold Ramis,American,"Michael Keaton, Andie MacDowell",comedy,Color,117.0,Brian Doyle-Murray,20101861.0,Comedy|Romance|Sci-Fi,John de Lancie,Obba Babatundé,clone|cloning|construction|same actor playing two characters simultaneously on screen|year 1996,English,USA,45000000.0,2.35
My Fellow Americans,1996,Peter Segal,American,"Jack Lemmon, James Garner, Dan Aykroyd, Lauren Bacall, John Heard",comedy,Color,101.0,Bradley Whitford,22294341.0,Adventure|Comedy,Wilford Brimley,Sela Ward,gay pride|highway travel|president|road movie|u.s. president,English,USA,21500000.0,1.85
The Nutty Professor,1996,Tom Shadyac,American,"Eddie Murphy, James Coburn, Jada Pinkett Smith, Dave Chappelle",comedy,Color,95.0,James Coburn,128769345.0,Comedy|Romance|Sci-Fi,Jada Pinkett Smith,Dave Chappelle,face slap|formula|overweight|professor|teacher,English,USA,54000000.0,1.85
The Phantom,1996,Simon Wincer,American,"Billy Zane, Kristy Swanson, Treat Williams, Catherine Zeta-Jones, James Remar, Patrick McGoohan",action,Color,100.0,Treat Williams,17300889.0,Action|Adventure|Comedy|Fantasy,Cary-Hiroyuki Tagawa,Kristy Swanson,ghost|new york city|phantom|skull|superhero,English,Australia,45000000.0,2.35
Phenomenon,1996,Jon Turteltaub,American,"John Travolta, Forest Whitaker, Kyra Sedgwick, Robert Duvall",drama,Color,123.0,Kyra Sedgwick,104632573.0,Drama|Fantasy|Romance|Sci-Fi,Robert Duvall,David Gallagher,brain tumor|genius|psionic power|telekinesis|terminal illness,English,USA,32000000.0,2.35
Ransom,1996,Ron Howard,American,"Mel Gibson, Rene Russo, Gary Sinise, Delroy Lindo",crime drama,Color,139.0,Delroy Lindo,136448821.0,Crime|Thriller,Lili Taylor,Rene Russo,bounty|fbi|millionaire|money|ransom,English,USA,80000000.0,1.85
The Rock,1996,Michael Bay,American,"Sean Connery, Nicolas Cage, Ed Harris",action,Color,136.0,Michael Biehn,134006721.0,Action|Adventure|Thriller,Nicolas Cage,Bokeem Woodbine,alcatraz|fbi|general|hostage|rocket,English,USA,75000000.0,2.35
Romeo + Juliet,1996,Baz Luhrmann,American,"Leonardo DiCaprio, Claire Danes, Brian Dennehy, John Leguizamo, Pete Postlethwaite, Paul Sorvino, Diane Venora",romantic drama,Color,120.0,Harold Perrineau,46338728.0,Drama|Romance,Leonardo DiCaprio,Brian Dennehy,hawaiian shirt|love|shakespeare adaptation|shakespeare play|star crossed lovers,English,USA,14500000.0,2.35
Scream,1996,Wes Craven,American,"David Arquette, Neve Campbell, Courteney Cox, Rose McGowan, Skeet Ulrich, Matthew Lillard, Jamie Kennedy, Drew Barrymore","horror, slasher",Color,103.0,W. Earl Brown,103001286.0,Horror|Mystery,David Arquette,Roger Jackson,mask|mystery killer|slasher|teenage girl|telephone,English,USA,15000000.0,2.35
Set It Off,1996,F. Gary Gray,American,"Jada Pinkett, Queen Latifah, Vivica A. Fox, Kimberly Elise, Blair Underwood",drama,Color,123.0,Jada Pinkett Smith,36049108.0,Action|Crime|Drama|Romance|Thriller,Vivica A. Fox,Blair Underwood,bank|black comedy|main characters killed off|money|robbery,English,USA,9000000.0,2.35
Sgt. Bilko,1996,Jonathan Lynn,American,"Steve Martin, Dan Aykroyd, Glenne Headly",comedy,Color,93.0,Phil Hartman,30400000.0,Comedy,Austin Pendleton,Max Casella,greenland|military|revenge|soldier|u.s. soldier,English,USA,39000000.0,2.35
She's the One,1996,Edward Burns,American,"Jennifer Aniston, Cameron Diaz",romantic comedy,Color,96.0,Frank Vincent,9449219.0,Comedy|Drama|Romance,John Mahoney,Michael McGlone,claim in title|infidelity|irish american|love|sex,English,USA,3500000.0,1.85
Sleepers,1996,Barry Levinson,American,"Brad Pitt, Robert De Niro, Jason Patric, Minnie Driver, Kevin Bacon, Terry Kinney, Brad Renfro, Ron Eldard, Vittorio Gassman, Dustin Hoffman",drama, Black and White,147.0,Brad Pitt,53300852.0,Crime|Drama|Thriller,Robert De Niro,Minnie Driver,boy|guard|kicked in the crotch|prank|sexual abuse,English,USA,44000000.0,2.35
Sling Blade,1996,Billy Bob Thornton,American,"Billy Bob Thornton, Dwight Yoakam, John Ritter, Lucas Black, James Hampton, J. T. Walsh",drama,Color,148.0,Dwight Yoakam,24475416.0,Drama,Robert Duvall,J.T. Walsh,friend|mental institution|murder|repair shop|small town,English,USA,890000.0,1.85
Space Jam,1996,Joe Pytka,American,"Michael Jordan, Wayne Knight, Theresa Randle, Bill Murray",animation,Color,88.0,Wayne Knight,90443603.0,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi|Sport,Bill Murray,Michael Jordan,alien|basketball|basketball game|cult film|monstars,English,USA,80000000.0,1.77
Spy Hard,1996,Rick Friedberg,American,"Leslie Nielsen, Nicollette Sheridan, Andy Griffith, Barry Bostwick, Marcia Gay Harden, Charles Durning",comedy,Color,81.0,Barry Bostwick,26906039.0,Action|Comedy,Hulk Hogan,Nicollette Sheridan,1990s|dentist|hit with a door|martial arts|museum,English,USA,18000000.0,1.85
Star Trek: First Contact,1996,Jonathan Frakes,American,"Patrick Stewart, Brent Spiner, LeVar Burton, James Cromwell, Jonathan Frakes, Alice Krige, Neal McDonough, Marina Sirtis",science fiction,Color,111.0,Alfre Woodard,92001027.0,Action|Adventure|Drama|Sci-Fi|Thriller,LeVar Burton,Jonathan Frakes,21st century|borg|borg sphere|captain|sphere,English,USA,45000000.0,2.35
Striptease,1996,Andrew Bergman,American,"Demi Moore, Armand Assante, Ving Rhames, Burt Reynolds, Robert Patrick, Paul Guilfoyle, Pandora Peaks",comedy,Color,117.0,Rumer Willis,32800000.0,Comedy|Crime|Drama|Thriller,Demi Moore,Paul Guilfoyle,bouncer|breasts|congressman|private dancer|stripper,English,USA,40000000.0,1.85
Swingers,1996,Doug Liman,American,"Jon Favreau, Vince Vaughn, Ron Livingston, Alex Désert, Patrick Van Horn, Heather Graham",comedy,Color,96.0,Alex Désert,4505922.0,Comedy|Drama,Jon Favreau,Blake Lindsley,actor|black panties|cult film|friend|upskirt,English,USA,200000.0,1.85
That Thing You Do!,1996,Tom Hanks,American,"Tom Everett Scott, Liv Tyler, Steve Zahn, Ethan Embry, Johnathon Schaech, Tom Hanks","drama, musical",Color,149.0,Charlize Theron,25809813.0,Comedy|Drama|Music,Tom Hanks,Ethan Embry,band|drummer|jazz|pennsylvania|song,English,USA,26000000.0,1.37
A Thin Line Between Love and Hate,1996,Martin Lawrence,American,"Martin Lawrence, Lynn Whitfield",comedy,Color,108.0,Lynn Whitfield,34746109.0,Comedy|Crime|Drama|Romance|Thriller,Faizon Love,Della Reese,african american|dating|independent film|irreverence|revenge,English,USA,8000000.0,2.35
Thinner,1996,Tom Holland,American,"Robert John Burke, Lucinda Jenney, Joe Mantegna",horror,Color,93.0,Bethany Joy Lenz,15171475.0,Fantasy|Horror,Joe Mantegna,Kari Wuhrer,death|doctor|gypsy|judge|lawyer,English,USA,8500000.0,1.85
A Time to Kill,1996,Joel Schumacher,American,"Matthew McConaughey, Sandra Bullock, Samuel L. Jackson, Kevin Spacey, Donald Sutherland, Kiefer Sutherland, Ashley Judd, Patrick McGoohan, Brenda Fricker",drama,Color,149.0,Matthew McConaughey,108706165.0,Crime|Drama|Thriller,Kevin Spacey,Oliver Platt,african american|court|law|mississippi|trial,English,USA,40000000.0,2.35
Tin Cup,1996,Ron Shelton,American,"Kevin Costner, Rene Russo, Don Johnson, Cheech Marin, Linda Hart",romantic comedy,Color,135.0,Cheech Marin,53854588.0,Comedy|Drama|Romance|Sport,Don Johnson,Rene Russo,driving range|golf|golfer|tournament|winnebago,English,USA,45000000.0,2.35
Trees Lounge,1996,Steve Buscemi,American,"Steve Buscemi, Anthony LaPaglia, Chloë Sevigny, Samuel L. Jackson",drama,Color,95.0,Debi Mazar,695229.0,Comedy|Drama,Steve Buscemi,Carol Kane,alcoholic drink|bar|drink|drinking|drunk,English,USA,1300000.0,1.85
Twister,1996,Jan de Bont,American,"Helen Hunt, Bill Paxton, Jami Gertz, Cary Elwes",disaster,Color,113.0,Alan Ruck,241688385.0,Action|Adventure|Drama|Thriller,Philip Seymour Hoffman,Jami Gertz,device|disaster|divorce|storm|tornado,English,USA,92000000.0,2.35
Up Close & Personal,1996,Jon Avnet,American,"Robert Redford, Michelle Pfeiffer, Joe Mantegna, Stockard Channing, Kate Nelligan",drama,Color,124.0,Stockard Channing,51045801.0,Drama|Romance,Joe Mantegna,Raymond Cruz,journalism|news anchor|newscast|newscaster|tv journalism,English,USA,60000000.0,1.85
Walking and Talking,1996,Nicole Holofcener,American,"Catherine Keener, Anne Heche, Liev Schreiber",drama,Color,86.0,Anne Heche,1277257.0,Comedy|Drama|Romance,Kevin Corrigan,Vincent Pastore,briefs|cancer|cat|cult film|friend,English,UK,1000000.0,1.85
White Squall,1996,Ridley Scott,American,"Jeff Bridges, Ryan Phillippe, Scott Wolf",drama,Color,129.0,Jason Marsden,10300000.0,Adventure|Drama,Jeff Bridges,Ethan Embry,acrophobia|jamaica|male bonding|prostitute|tragedy,English,USA,38000000.0,2.35
8 Heads in a Duffel Bag,1997,Tom Schulman,American,"Joe Pesci, Andy Comeau, Kristy Swanson, David Spade, Dyan Cannon, George Hamilton",black comedy,Color,95.0,George Hamilton,3559990.0,Comedy|Crime,Kristy Swanson,Dyan Cannon,camera shot of feet|female stockinged feet|female stockinged soles|nude pantyhose|pantyhose,English,USA,3000000.0,1.85
Absolute Power,1997,Clint Eastwood,American,"Clint Eastwood, Gene Hackman, Ed Harris, Laura Linney, Judy Davis, Scott Glenn, E. G. Marshall, Dennis Haysbert, Melora Hardin, Richard Jenkins",crime drama,Color,121.0,Mark Margolis,50007168.0,Action|Crime|Drama|Thriller,Clint Eastwood,Scott Glenn,death|death of wife|murder|thief|violence,English,USA,50000000.0,2.35
Air Force One,1997,Wolfgang Petersen,American,"Harrison Ford, Glenn Close, Gary Oldman",thriller,Color,124.0,Gary Oldman,172620724.0,Action|Adventure|Drama|Thriller,Harrison Ford,Dean Stockwell,ex soldier|hijacker|hostage|president|terrorist,English,USA,85000000.0,2.35
An Alan Smithee Film: Burn Hollywood Burn,1997,Arthur Hiller,American,"Ryan O'Neal, Eric Idle, Coolio",comedy,Color,86.0,Harvey Weinstein,15447.0,Comedy,Eric Idle,Ryan O'Neal,box office flop|critically bashed|director|hollywood|mockumentary,English,USA,10000000.0,1.85
Amistad,1997,Steven Spielberg,American,"Morgan Freeman, Anthony Hopkins, Djimon Hounsou, Matthew McConaughey, Stellan Skarsgård, Anna Paquin",drama,Color,155.0,Morgan Freeman,44175394.0,Drama|History,Anthony Hopkins,Matthew McConaughey,courtroom|mutiny|ship|slave ship|slave trade,English,USA,36000000.0,1.85
